supplier_reference,supplier_name,supplier_trn,supply_reference,supply_date,amount_excluding_vat,input_vat,expected_next_12m,last_verified_on
SYN-0058,Synthetic Supplier 0058 LLC,900000000000058,SYN-0058-INV-03,2026-03-26,3938.97,196.95,17677.37,2025-05-09
SYN-0058,Synthetic Supplier 0058 LLC,900000000000058,SYN-0058-INV-04,2026-05-12,5183.03,259.15,17677.37,2025-05-09
SYN-0059,Synthetic Supplier 0059 LLC,900000000000059,SYN-0059-INV-01,2026-01-04,2139.54,106.98,14043.49,2026-06-10
SYN-0059,Synthetic Supplier 0059 LLC,900000000000059,SYN-0059-INV-02,2026-02-20,2380.14,119.01,14043.49,2026-06-10
SYN-0059,Synthetic Supplier 0059 LLC,900000000000059,SYN-0059-INV-03,2026-04-08,4539.71,226.99,14043.49,2026-06-10
SYN-0059,Synthetic Supplier 0059 LLC,900000000000059,SYN-0059-INV-04,2026-05-25,2724.65,136.23,14043.49,2026-06-10
SYN-0059,Synthetic Supplier 0059 LLC,900000000000059,SYN-0059-INV-05,2026-07-11,3819.85,190.99,14043.49,2026-06-10
SYN-0060,Synthetic Supplier 0060 LLC,900000000000060,SYN-0060-INV-01,2026-01-17,3598.99,179.95,8364.22,
SYN-0060,Synthetic Supplier 0060 LLC,900000000000060,SYN-0060-INV-02,2026-03-05,5694.59,284.73,8364.22,
SYN-0061,Synthetic Supplier 0061 LLC,900000000000061,SYN-0061-INV-01,2026-01-30,7914.77,395.74,18001.76,2026-08-12
SYN-0061,Synthetic Supplier 0061 LLC,900000000000061,SYN-0061-INV-02,2026-03-18,5745.19,287.26,18001.76,2026-08-12
SYN-0061,Synthetic Supplier 0061 LLC,900000000000061,SYN-0061-INV-03,2026-05-04,6341.99,317.1,18001.76,2026-08-12
SYN-0062,Synthetic Supplier 0062 LLC,900000000000062,SYN-0062-INV-01,2026-02-12,5363.66,268.18,26041.98,2025-09-13
SYN-0062,Synthetic Supplier 0062 LLC,900000000000062,SYN-0062-INV-02,2026-03-31,9238.56,461.93,26041.98,2025-09-13
SYN-0062,Synthetic Supplier 0062 LLC,900000000000062,SYN-0062-INV-03,2026-05-17,8623.38,431.17,26041.98,2025-09-13
SYN-0062,Synthetic Supplier 0062 LLC,900000000000062,SYN-0062-INV-04,2026-07-03,5709.93,285.5,26041.98,2025-09-13
SYN-0063,Synthetic Supplier 0063 LLC,900000000000063,SYN-0063-INV-01,2026-02-25,6119.58,305.98,106022.01,2026-01-14
SYN-0063,Synthetic Supplier 0063 LLC,900000000000063,SYN-0063-INV-02,2026-04-13,4336.92,216.85,106022.01,2026-01-14
SYN-0063,Synthetic Supplier 0063 LLC,900000000000063,SYN-0063-INV-03,2026-05-30,3371.04,168.55,106022.01,2026-01-14
SYN-0063,Synthetic Supplier 0063 LLC,900000000000063,SYN-0063-INV-04,2026-07-16,3410.27,170.51,106022.01,2026-01-14
SYN-0063,Synthetic Supplier 0063 LLC,900000000000063,SYN-0063-INV-05,2026-09-01,6322.63,316.13,106022.01,2026-01-14
SYN-0064,Synthetic Supplier 0064 LLC,900000000000064,SYN-0064-INV-01,2026-03-10,7124.56,356.23,10667.63,2025-02-15
SYN-0064,Synthetic Supplier 0064 LLC,900000000000064,SYN-0064-INV-02,2026-04-26,4728.36,236.42,10667.63,2025-02-15
SYN-0065,Synthetic Supplier 0065 LLC,900000000000065,SYN-0065-INV-01,2026-03-23,2920.33,146.02,8403.46,
SYN-0065,Synthetic Supplier 0065 LLC,900000000000065,SYN-0065-INV-02,2026-05-09,2277.6,113.88,8403.46,
SYN-0065,Synthetic Supplier 0065 LLC,900000000000065,SYN-0065-INV-03,2026-06-25,4139.25,206.96,8403.46,
SYN-0066,Synthetic Supplier 0066 LLC,900000000000066,SYN-0066-INV-01,2026-04-05,10491.3,524.56,25750.26,2025-04-17
SYN-0066,Synthetic Supplier 0066 LLC,900000000000066,SYN-0066-INV-02,2026-05-22,8265.62,413.28,25750.26,2025-04-17
SYN-0066,Synthetic Supplier 0066 LLC,900000000000066,SYN-0066-INV-03,2026-07-08,5279.54,263.98,25750.26,2025-04-17
SYN-0066,Synthetic Supplier 0066 LLC,900000000000066,SYN-0066-INV-04,2026-08-24,4574.94,228.75,25750.26,2025-04-17
SYN-0067,Synthetic Supplier 0067 LLC,900000000000067,SYN-0067-INV-01,2026-04-18,4286.15,214.31,17324.83,2026-05-18
SYN-0067,Synthetic Supplier 0067 LLC,900000000000067,SYN-0067-INV-02,2026-06-04,3762.88,188.14,17324.83,2026-05-18
SYN-0067,Synthetic Supplier 0067 LLC,900000000000067,SYN-0067-INV-03,2026-07-21,3303.36,165.17,17324.83,2026-05-18
SYN-0067,Synthetic Supplier 0067 LLC,900000000000067,SYN-0067-INV-04,2026-09-06,3418.52,170.93,17324.83,2026-05-18
SYN-0067,Synthetic Supplier 0067 LLC,900000000000067,SYN-0067-INV-05,2025-10-28,4478.9,223.95,17324.83,2026-05-18
SYN-0068,Synthetic Supplier 0068 LLC,900000000000068,SYN-0068-INV-01,2026-05-01,13443.77,672.19,18608.72,2025-06-19
SYN-0068,Synthetic Supplier 0068 LLC,900000000000068,SYN-0068-INV-02,2026-06-17,7232.58,361.63,18608.72,2025-06-19
SYN-0069,Synthetic Supplier 0069 LLC,900000000000069,SYN-0069-INV-01,2026-05-14,6435.66,321.78,16432.51,2026-07-20
SYN-0069,Synthetic Supplier 0069 LLC,900000000000069,SYN-0069-INV-02,2026-06-30,6878.84,343.94,16432.51,2026-07-20
SYN-0069,Synthetic Supplier 0069 LLC,900000000000069,SYN-0069-INV-03,2026-08-16,4943.85,247.19,16432.51,2026-07-20
SYN-0070,Synthetic Supplier 0070 LLC,900000000000070,SYN-0070-INV-01,2026-05-27,2568.1,128.41,39795.26,
SYN-0070,Synthetic Supplier 0070 LLC,900000000000070,SYN-0070-INV-02,2026-07-13,2127.35,106.37,39795.26,
SYN-0070,Synthetic Supplier 0070 LLC,900000000000070,SYN-0070-INV-03,2026-08-29,1927,96.35,39795.26,
SYN-0070,Synthetic Supplier 0070 LLC,900000000000070,SYN-0070-INV-04,2025-10-20,2220.94,111.05,39795.26,
SYN-0071,Synthetic Supplier 0071 LLC,900000000000071,SYN-0071-INV-01,2026-06-09,2578.51,128.93,14729.41,2026-09-22
SYN-0071,Synthetic Supplier 0071 LLC,900000000000071,SYN-0071-INV-02,2026-07-26,3613.01,180.65,14729.41,2026-09-22
SYN-0071,Synthetic Supplier 0071 LLC,900000000000071,SYN-0071-INV-03,2026-09-11,3893.24,194.66,14729.41,2026-09-22
SYN-0071,Synthetic Supplier 0071 LLC,900000000000071,SYN-0071-INV-04,2025-11-02,2562.94,128.15,14729.41,2026-09-22
SYN-0071,Synthetic Supplier 0071 LLC,900000000000071,SYN-0071-INV-05,2025-12-19,3718.31,185.92,14729.41,2026-09-22
SYN-0072,Synthetic Supplier 0072 LLC,900000000000072,SYN-0072-INV-01,2026-06-22,11817.23,590.86,16035.97,2025-01-23
SYN-0072,Synthetic Supplier 0072 LLC,900000000000072,SYN-0072-INV-02,2026-08-08,6000.52,300.03,16035.97,2025-01-23
SYN-0073,Synthetic Supplier 0073 LLC,900000000000073,SYN-0073-INV-01,2026-07-05,10010.67,500.53,22632.21,2026-02-24
SYN-0073,Synthetic Supplier 0073 LLC,900000000000073,SYN-0073-INV-02,2026-08-21,8706.62,435.33,22632.21,2026-02-24
SYN-0073,Synthetic Supplier 0073 LLC,900000000000073,SYN-0073-INV-03,2025-10-12,6429.61,321.48,22632.21,2026-02-24
SYN-0074,Synthetic Supplier 0074 LLC,900000000000074,SYN-0074-INV-01,2026-07-18,1567.59,78.38,7042.04,2025-03-25
SYN-0074,Synthetic Supplier 0074 LLC,900000000000074,SYN-0074-INV-02,2026-09-03,1456.82,72.84,7042.04,2025-03-25
SYN-0074,Synthetic Supplier 0074 LLC,900000000000074,SYN-0074-INV-03,2025-10-25,2421.02,121.05,7042.04,2025-03-25
SYN-0074,Synthetic Supplier 0074 LLC,900000000000074,SYN-0074-INV-04,2025-12-11,2379.05,118.95,7042.04,2025-03-25
SYN-0075,Synthetic Supplier 0075 LLC,900000000000075,SYN-0075-INV-01,2026-07-31,2479.8,123.99,11036.53,
SYN-0075,Synthetic Supplier 0075 LLC,900000000000075,SYN-0075-INV-02,2026-09-16,2567.09,128.35,11036.53,
SYN-0075,Synthetic Supplier 0075 LLC,900000000000075,SYN-0075-INV-03,2025-11-07,2318.27,115.91,11036.53,
SYN-0075,Synthetic Supplier 0075 LLC,900000000000075,SYN-0075-INV-04,2025-12-24,2526.61,126.33,11036.53,
SYN-0075,Synthetic Supplier 0075 LLC,900000000000075,SYN-0075-INV-05,2026-02-09,2371.02,118.55,11036.53,
SYN-0076,Synthetic Supplier 0076 LLC,900000000000076,SYN-0076-INV-01,2026-08-13,6198.42,309.92,10647.83,2025-05-02
SYN-0076,Synthetic Supplier 0076 LLC,900000000000076,SYN-0076-INV-02,2025-10-04,5632.5,281.62,10647.83,2025-05-02
SYN-0077,Synthetic Supplier 0077 LLC,900000000000077,SYN-0077-INV-01,2026-08-26,5350.76,267.54,65463.38,2026-06-03
SYN-0077,Synthetic Supplier 0077 LLC,900000000000077,SYN-0077-INV-02,2025-10-17,5551.21,277.56,65463.38,2026-06-03
SYN-0077,Synthetic Supplier 0077 LLC,900000000000077,SYN-0077-INV-03,2025-12-03,3645.44,182.27,65463.38,2026-06-03
SYN-0078,Synthetic Supplier 0078 LLC,900000000000078,SYN-0078-INV-01,2026-09-08,2095.2,104.76,6279.82,2025-07-04
SYN-0078,Synthetic Supplier 0078 LLC,900000000000078,SYN-0078-INV-02,2025-10-30,2190.49,109.52,6279.82,2025-07-04
SYN-0078,Synthetic Supplier 0078 LLC,900000000000078,SYN-0078-INV-03,2025-12-16,1132.75,56.64,6279.82,2025-07-04
SYN-0078,Synthetic Supplier 0078 LLC,900000000000078,SYN-0078-INV-04,2026-02-01,1559.13,77.96,6279.82,2025-07-04
SYN-0079,Synthetic Supplier 0079 LLC,900000000000079,SYN-0079-INV-01,2026-09-21,3056.98,152.85,19404.77,2026-08-05
SYN-0079,Synthetic Supplier 0079 LLC,900000000000079,SYN-0079-INV-02,2025-11-12,3140.7,157.03,19404.77,2026-08-05
SYN-0079,Synthetic Supplier 0079 LLC,900000000000079,SYN-0079-INV-03,2025-12-29,5536.84,276.84,19404.77,2026-08-05
SYN-0079,Synthetic Supplier 0079 LLC,900000000000079,SYN-0079-INV-04,2026-02-14,4788.52,239.43,19404.77,2026-08-05
SYN-0079,Synthetic Supplier 0079 LLC,900000000000079,SYN-0079-INV-05,2026-04-02,5037.82,251.89,19404.77,2026-08-05
SYN-0080,Synthetic Supplier 0080 LLC,900000000000080,SYN-0080-INV-01,2025-10-09,9844.88,492.24,21969.55,
SYN-0080,Synthetic Supplier 0080 LLC,900000000000080,SYN-0080-INV-02,2025-11-25,14565.74,728.29,21969.55,
SYN-0081,Synthetic Supplier 0081 LLC,900000000000081,SYN-0081-INV-01,2025-10-22,2142.44,107.12,6063.17,2026-01-07
SYN-0081,Synthetic Supplier 0081 LLC,900000000000081,SYN-0081-INV-02,2025-12-08,1807.36,90.37,6063.17,2026-01-07
SYN-0081,Synthetic Supplier 0081 LLC,900000000000081,SYN-0081-INV-03,2026-01-24,2787.06,139.35,6063.17,2026-01-07
SYN-0082,Synthetic Supplier 0082 LLC,900000000000082,SYN-0082-INV-01,2025-11-04,4751.34,237.57,19456.33,2025-02-08
SYN-0082,Synthetic Supplier 0082 LLC,900000000000082,SYN-0082-INV-02,2025-12-21,7150.14,357.51,19456.33,2025-02-08
SYN-0082,Synthetic Supplier 0082 LLC,900000000000082,SYN-0082-INV-03,2026-02-06,4434.83,221.74,19456.33,2025-02-08
SYN-0082,Synthetic Supplier 0082 LLC,900000000000082,SYN-0082-INV-04,2026-03-25,5281.83,264.09,19456.33,2025-02-08
SYN-0083,Synthetic Supplier 0083 LLC,900000000000083,SYN-0083-INV-01,2025-11-17,5443.93,272.2,21148.22,2026-03-09
SYN-0083,Synthetic Supplier 0083 LLC,900000000000083,SYN-0083-INV-02,2026-01-03,5822.78,291.14,21148.22,2026-03-09
SYN-0083,Synthetic Supplier 0083 LLC,900000000000083,SYN-0083-INV-03,2026-02-19,2847.23,142.36,21148.22,2026-03-09
SYN-0083,Synthetic Supplier 0083 LLC,900000000000083,SYN-0083-INV-04,2026-04-07,5668.35,283.42,21148.22,2026-03-09
SYN-0083,Synthetic Supplier 0083 LLC,900000000000083,SYN-0083-INV-05,2026-05-24,3715.74,185.79,21148.22,2026-03-09
SYN-0084,Synthetic Supplier 0084 LLC,900000000000084,SYN-0084-INV-01,2025-11-30,9156.87,457.84,81827.39,2025-04-10
SYN-0084,Synthetic Supplier 0084 LLC,900000000000084,SYN-0084-INV-02,2026-01-16,9027,451.35,81827.39,2025-04-10
SYN-0085,Synthetic Supplier 0085 LLC,900000000000085,SYN-0085-INV-01,2025-12-13,7386.51,369.33,21034.09,
SYN-0085,Synthetic Supplier 0085 LLC,900000000000085,SYN-0085-INV-02,2026-01-29,7658.58,382.93,21034.09,
SYN-0085,Synthetic Supplier 0085 LLC,900000000000085,SYN-0085-INV-03,2026-03-17,8326.13,416.31,21034.09,
SYN-0086,Synthetic Supplier 0086 LLC,900000000000086,SYN-0086-INV-01,2025-12-26,3682.77,184.14,16886.56,2025-06-12
SYN-0086,Synthetic Supplier 0086 LLC,900000000000086,SYN-0086-INV-02,2026-02-11,6081.11,304.06,16886.56,2025-06-12
SYN-0086,Synthetic Supplier 0086 LLC,900000000000086,SYN-0086-INV-03,2026-03-30,4344.08,217.2,16886.56,2025-06-12
SYN-0086,Synthetic Supplier 0086 LLC,900000000000086,SYN-0086-INV-04,2026-05-16,4654.89,232.74,16886.56,2025-06-12
SYN-0087,Synthetic Supplier 0087 LLC,900000000000087,SYN-0087-INV-01,2026-01-08,2368.99,118.45,14936.31,2026-07-13
SYN-0087,Synthetic Supplier 0087 LLC,900000000000087,SYN-0087-INV-02,2026-02-24,3669.79,183.49,14936.31,2026-07-13
SYN-0087,Synthetic Supplier 0087 LLC,900000000000087,SYN-0087-INV-03,2026-04-12,4214.05,210.7,14936.31,2026-07-13
SYN-0087,Synthetic Supplier 0087 LLC,900000000000087,SYN-0087-INV-04,2026-05-29,4020.41,201.02,14936.31,2026-07-13
SYN-0087,Synthetic Supplier 0087 LLC,900000000000087,SYN-0087-INV-05,2026-07-15,2322.66,116.13,14936.31,2026-07-13
SYN-0088,Synthetic Supplier 0088 LLC,900000000000088,SYN-0088-INV-01,2026-01-21,7547.32,377.37,14581.2,2025-08-14
SYN-0088,Synthetic Supplier 0088 LLC,900000000000088,SYN-0088-INV-02,2026-03-09,8654.02,432.7,14581.2,2025-08-14
SYN-0089,Synthetic Supplier 0089 LLC,900000000000089,SYN-0089-INV-01,2026-02-03,3348.57,167.43,7767.63,2026-09-15
SYN-0089,Synthetic Supplier 0089 LLC,900000000000089,SYN-0089-INV-02,2026-03-22,3335.19,166.76,7767.63,2026-09-15
SYN-0089,Synthetic Supplier 0089 LLC,900000000000089,SYN-0089-INV-03,2026-05-08,1946.94,97.35,7767.63,2026-09-15
SYN-0090,Synthetic Supplier 0090 LLC,900000000000090,SYN-0090-INV-01,2026-02-16,1938.6,96.93,7527.82,
SYN-0090,Synthetic Supplier 0090 LLC,900000000000090,SYN-0090-INV-02,2026-04-04,2955.79,147.79,7527.82,
SYN-0090,Synthetic Supplier 0090 LLC,900000000000090,SYN-0090-INV-03,2026-05-21,1365.79,68.29,7527.82,
SYN-0090,Synthetic Supplier 0090 LLC,900000000000090,SYN-0090-INV-04,2026-07-07,2104.07,105.2,7527.82,
SYN-0091,Synthetic Supplier 0091 LLC,900000000000091,SYN-0091-INV-01,2026-03-01,3877.65,193.88,66186.28,2026-02-17
SYN-0091,Synthetic Supplier 0091 LLC,900000000000091,SYN-0091-INV-02,2026-04-17,2734.21,136.71,66186.28,2026-02-17
SYN-0091,Synthetic Supplier 0091 LLC,900000000000091,SYN-0091-INV-03,2026-06-03,2348.57,117.43,66186.28,2026-02-17
SYN-0091,Synthetic Supplier 0091 LLC,900000000000091,SYN-0091-INV-04,2026-07-20,2734.67,136.73,66186.28,2026-02-17
SYN-0091,Synthetic Supplier 0091 LLC,900000000000091,SYN-0091-INV-05,2026-09-05,3012.97,150.65,66186.28,2026-02-17
SYN-0092,Synthetic Supplier 0092 LLC,900000000000092,SYN-0092-INV-01,2026-03-14,12310.39,615.52,20459.96,2025-03-18
SYN-0092,Synthetic Supplier 0092 LLC,900000000000092,SYN-0092-INV-02,2026-04-30,10422.9,521.14,20459.96,2025-03-18
SYN-0093,Synthetic Supplier 0093 LLC,900000000000093,SYN-0093-INV-01,2026-03-27,7008.94,350.45,18389.31,2026-04-19
SYN-0093,Synthetic Supplier 0093 LLC,900000000000093,SYN-0093-INV-02,2026-05-13,6428.67,321.43,18389.31,2026-04-19
SYN-0093,Synthetic Supplier 0093 LLC,900000000000093,SYN-0093-INV-03,2026-06-29,6994.96,349.75,18389.31,2026-04-19
SYN-0094,Synthetic Supplier 0094 LLC,900000000000094,SYN-0094-INV-01,2026-04-09,5700.84,285.04,25897.86,2025-05-20
SYN-0094,Synthetic Supplier 0094 LLC,900000000000094,SYN-0094-INV-02,2026-05-26,7756.28,387.81,25897.86,2025-05-20
SYN-0094,Synthetic Supplier 0094 LLC,900000000000094,SYN-0094-INV-03,2026-07-12,8097.53,404.88,25897.86,2025-05-20
SYN-0094,Synthetic Supplier 0094 LLC,900000000000094,SYN-0094-INV-04,2026-08-28,7220.76,361.04,25897.86,2025-05-20
SYN-0095,Synthetic Supplier 0095 LLC,900000000000095,SYN-0095-INV-01,2026-04-22,2016.79,100.84,15475.68,
SYN-0095,Synthetic Supplier 0095 LLC,900000000000095,SYN-0095-INV-02,2026-06-08,2256.13,112.81,15475.68,
SYN-0095,Synthetic Supplier 0095 LLC,900000000000095,SYN-0095-INV-03,2026-07-25,4714.52,235.73,15475.68,
SYN-0095,Synthetic Supplier 0095 LLC,900000000000095,SYN-0095-INV-04,2026-09-10,4183.73,209.19,15475.68,
SYN-0095,Synthetic Supplier 0095 LLC,900000000000095,SYN-0095-INV-05,2025-11-01,4024.04,201.2,15475.68,
SYN-0096,Synthetic Supplier 0096 LLC,900000000000096,SYN-0096-INV-01,2026-05-05,15172.7,758.64,24045.07,2025-07-22
SYN-0096,Synthetic Supplier 0096 LLC,900000000000096,SYN-0096-INV-02,2026-06-21,11544.04,577.2,24045.07,2025-07-22
SYN-0097,Synthetic Supplier 0097 LLC,900000000000097,SYN-0097-INV-01,2026-05-18,5220.78,261.04,17880.34,2026-08-23
SYN-0097,Synthetic Supplier 0097 LLC,900000000000097,SYN-0097-INV-02,2026-07-04,8678.26,433.91,17880.34,2026-08-23
SYN-0097,Synthetic Supplier 0097 LLC,900000000000097,SYN-0097-INV-03,2026-08-20,5968.01,298.4,17880.34,2026-08-23
SYN-0098,Synthetic Supplier 0098 LLC,900000000000098,SYN-0098-INV-01,2026-05-31,3050.66,152.53,68440.22,2025-09-24
SYN-0098,Synthetic Supplier 0098 LLC,900000000000098,SYN-0098-INV-02,2026-07-17,2991.45,149.57,68440.22,2025-09-24
SYN-0098,Synthetic Supplier 0098 LLC,900000000000098,SYN-0098-INV-03,2026-09-02,4896.24,244.81,68440.22,2025-09-24
SYN-0098,Synthetic Supplier 0098 LLC,900000000000098,SYN-0098-INV-04,2025-10-24,4270.58,213.53,68440.22,2025-09-24
SYN-0099,Synthetic Supplier 0099 LLC,900000000000099,SYN-0099-INV-01,2026-06-13,4352.29,217.61,16505.39,2026-01-25
SYN-0099,Synthetic Supplier 0099 LLC,900000000000099,SYN-0099-INV-02,2026-07-30,2615.82,130.79,16505.39,2026-01-25
SYN-0099,Synthetic Supplier 0099 LLC,900000000000099,SYN-0099-INV-03,2026-09-15,4075.6,203.78,16505.39,2026-01-25
SYN-0099,Synthetic Supplier 0099 LLC,900000000000099,SYN-0099-INV-04,2025-11-06,3196.09,159.8,16505.39,2026-01-25
SYN-0099,Synthetic Supplier 0099 LLC,900000000000099,SYN-0099-INV-05,2025-12-23,4099.51,204.98,16505.39,2026-01-25
SYN-0100,Synthetic Supplier 0100 LLC,900000000000100,SYN-0100-INV-01,2026-06-26,3518.53,175.93,8217.29,
SYN-0100,Synthetic Supplier 0100 LLC,900000000000100,SYN-0100-INV-02,2026-08-12,5611.79,280.59,8217.29,
SYN-0101,Synthetic Supplier 0101 LLC,900000000000101,SYN-0101-INV-01,2026-07-09,8789.72,439.49,25681.47,2026-03-02
SYN-0101,Synthetic Supplier 0101 LLC,900000000000101,SYN-0101-INV-02,2026-08-25,9417.03,470.85,25681.47,2026-03-02
SYN-0101,Synthetic Supplier 0101 LLC,900000000000101,SYN-0101-INV-03,2025-10-16,10328.22,516.41,25681.47,2026-03-02
SYN-0102,Synthetic Supplier 0102 LLC,900000000000102,SYN-0102-INV-01,2026-07-22,2895.94,144.8,16968.38,2025-04-03
SYN-0102,Synthetic Supplier 0102 LLC,900000000000102,SYN-0102-INV-02,2026-09-07,5506.12,275.31,16968.38,2025-04-03
SYN-0102,Synthetic Supplier 0102 LLC,900000000000102,SYN-0102-INV-03,2025-10-29,3828.12,191.41,16968.38,2025-04-03
SYN-0102,Synthetic Supplier 0102 LLC,900000000000102,SYN-0102-INV-04,2025-12-15,6623.57,331.18,16968.38,2025-04-03
SYN-0103,Synthetic Supplier 0103 LLC,900000000000103,SYN-0103-INV-01,2026-08-04,3867.55,193.38,16797.7,2026-05-04
SYN-0103,Synthetic Supplier 0103 LLC,900000000000103,SYN-0103-INV-02,2026-09-20,4262.69,213.13,16797.7,2026-05-04
SYN-0103,Synthetic Supplier 0103 LLC,900000000000103,SYN-0103-INV-03,2025-11-11,2785.09,139.25,16797.7,2026-05-04
SYN-0103,Synthetic Supplier 0103 LLC,900000000000103,SYN-0103-INV-04,2025-12-28,3125.08,156.25,16797.7,2026-05-04
SYN-0103,Synthetic Supplier 0103 LLC,900000000000103,SYN-0103-INV-05,2026-02-13,4623.7,231.19,16797.7,2026-05-04
SYN-0104,Synthetic Supplier 0104 LLC,900000000000104,SYN-0104-INV-01,2026-08-17,6353.64,317.68,13671.15,2025-06-05
SYN-0104,Synthetic Supplier 0104 LLC,900000000000104,SYN-0104-INV-02,2025-10-08,8836.53,441.83,13671.15,2025-06-05
SYN-0105,Synthetic Supplier 0105 LLC,900000000000105,SYN-0105-INV-01,2026-08-30,5508.86,275.44,64920.4,
SYN-0105,Synthetic Supplier 0105 LLC,900000000000105,SYN-0105-INV-02,2025-10-21,5417.18,270.86,64920.4,
SYN-0105,Synthetic Supplier 0105 LLC,900000000000105,SYN-0105-INV-03,2025-12-07,3500.72,175.04,64920.4,
SYN-0106,Synthetic Supplier 0106 LLC,900000000000106,SYN-0106-INV-01,2026-09-12,3041.11,152.06,14083.47,2025-08-07
SYN-0106,Synthetic Supplier 0106 LLC,900000000000106,SYN-0106-INV-02,2025-11-03,4262.72,213.14,14083.47,2025-08-07
SYN-0106,Synthetic Supplier 0106 LLC,900000000000106,SYN-0106-INV-03,2025-12-20,4265.94,213.3,14083.47,2025-08-07
SYN-0106,Synthetic Supplier 0106 LLC,900000000000106,SYN-0106-INV-04,2026-02-05,4078.52,203.93,14083.47,2025-08-07
SYN-0107,Synthetic Supplier 0107 LLC,900000000000107,SYN-0107-INV-01,2026-09-25,2975.8,148.79,20763.55,2026-09-08
SYN-0107,Synthetic Supplier 0107 LLC,900000000000107,SYN-0107-INV-02,2025-11-16,6139.08,306.95,20763.55,2026-09-08
SYN-0107,Synthetic Supplier 0107 LLC,900000000000107,SYN-0107-INV-03,2026-01-02,4814.61,240.73,20763.55,2026-09-08
SYN-0107,Synthetic Supplier 0107 LLC,900000000000107,SYN-0107-INV-04,2026-02-18,5583.98,279.2,20763.55,2026-09-08
SYN-0107,Synthetic Supplier 0107 LLC,900000000000107,SYN-0107-INV-05,2026-04-06,3557.14,177.86,20763.55,2026-09-08
SYN-0108,Synthetic Supplier 0108 LLC,900000000000108,SYN-0108-INV-01,2025-10-13,5256.88,262.84,13558.83,2025-01-09
SYN-0108,Synthetic Supplier 0108 LLC,900000000000108,SYN-0108-INV-02,2025-11-29,9808.49,490.42,13558.83,2025-01-09
SYN-0109,Synthetic Supplier 0109 LLC,900000000000109,SYN-0109-INV-01,2025-10-26,5980.88,299.04,18792.85,2026-02-10
SYN-0109,Synthetic Supplier 0109 LLC,900000000000109,SYN-0109-INV-02,2025-12-12,8781.94,439.1,18792.85,2026-02-10
SYN-0109,Synthetic Supplier 0109 LLC,900000000000109,SYN-0109-INV-03,2026-01-28,6118.13,305.91,18792.85,2026-02-10
SYN-0110,Synthetic Supplier 0110 LLC,900000000000110,SYN-0110-INV-01,2025-11-08,2722.36,136.12,11684.68,
SYN-0110,Synthetic Supplier 0110 LLC,900000000000110,SYN-0110-INV-02,2025-12-25,3855.16,192.76,11684.68,
SYN-0110,Synthetic Supplier 0110 LLC,900000000000110,SYN-0110-INV-03,2026-02-10,2972.45,148.62,11684.68,
SYN-0110,Synthetic Supplier 0110 LLC,900000000000110,SYN-0110-INV-04,2026-03-29,3433,171.65,11684.68,
SYN-0111,Synthetic Supplier 0111 LLC,900000000000111,SYN-0111-INV-01,2025-11-21,4816.6,240.83,19014.33,2026-04-12
SYN-0111,Synthetic Supplier 0111 LLC,900000000000111,SYN-0111-INV-02,2026-01-07,4712.93,235.65,19014.33,2026-04-12
SYN-0111,Synthetic Supplier 0111 LLC,900000000000111,SYN-0111-INV-03,2026-02-23,2238.29,111.91,19014.33,2026-04-12
SYN-0111,Synthetic Supplier 0111 LLC,900000000000111,SYN-0111-INV-04,2026-04-11,4606.77,230.34,19014.33,2026-04-12
SYN-0111,Synthetic Supplier 0111 LLC,900000000000111,SYN-0111-INV-05,2026-05-28,4752.45,237.62,19014.33,2026-04-12
SYN-0112,Synthetic Supplier 0112 LLC,900000000000112,SYN-0112-INV-01,2025-12-04,7840.14,392.01,82364.19,2025-05-13
SYN-0112,Synthetic Supplier 0112 LLC,900000000000112,SYN-0112-INV-02,2026-01-20,10463.01,523.15,82364.19,2025-05-13
SYN-0113,Synthetic Supplier 0113 LLC,900000000000113,SYN-0113-INV-01,2025-12-17,6208.65,310.43,17546.49,2026-06-14
SYN-0113,Synthetic Supplier 0113 LLC,900000000000113,SYN-0113-INV-02,2026-02-02,5493.53,274.68,17546.49,2026-06-14
SYN-0113,Synthetic Supplier 0113 LLC,900000000000113,SYN-0113-INV-03,2026-03-21,7793.92,389.7,17546.49,2026-06-14
SYN-0114,Synthetic Supplier 0114 LLC,900000000000114,SYN-0114-INV-01,2025-12-30,6630.93,331.55,24583.48,2025-07-15
SYN-0114,Synthetic Supplier 0114 LLC,900000000000114,SYN-0114-INV-02,2026-02-15,7166.16,358.31,24583.48,2025-07-15
SYN-0114,Synthetic Supplier 0114 LLC,900000000000114,SYN-0114-INV-03,2026-04-03,7840.88,392.04,24583.48,2025-07-15
SYN-0114,Synthetic Supplier 0114 LLC,900000000000114,SYN-0114-INV-04,2026-05-20,5677.01,283.85,24583.48,2025-07-15
